,Entity ID,Gender,Marital Status,Dependents,Education,Entity's Income in INR,Entity's Family Income in INR,City Type,Average Expenditure per Entity per Month in INR
29356,29356,Male,Yes,4,Ph.d,13000,281000,B,10000
29357,29357,Male,Yes,5,Ph.d,12000,55000,B,10000
29358,29358,Male,Yes,2,Not Educated,44000,153000,D,2500
29359,29359,Male,Yes,3,Ph.d,19000,96000,D,2500
29360,29360,Male,Yes,3,Ph.d,14000,275000,D,2500
29361,29361,Male,No,5,PG,14000,46000,A,15000
29362,29362,Male,Yes,1,Not Educated,20000,347000,B,10000
29363,29363,Female,Yes,1,Ph.d,41000,475000,B,10000
29364,29364,Male,Yes,1,Not Educated,17000,387000,B,10000
29365,29365,Male,Yes,5,Ph.d,16000,138000,B,10000
29366,29366,Male,No,2,PG,5000,481000,B,10000
29367,29367,Male,No,2,Ph.d,9000,442000,B,10000
29368,29368,Female,Yes,1,PG,13000,212000,B,10000
29369,29369,Male,Yes,4,Not Educated,27000,440000,B,10000
29370,29370,Male,Yes,3,PG,29000,185000,B,10000
29371,29371,Male,Yes,2,Ph.d,30000,51000,B,10000
29372,29372,Female,Yes,1,Ph.d,50000,382000,B,10000
29373,29373,Female,No,0,Ph.d,16000,411000,B,10000
29374,29374,Male,No,3,Ph.d,44000,319000,C,5000
29375,29375,Male,Yes,5,PG,47000,483000,B,10000
29376,29376,Male,Yes,3,PG,14000,266000,B,10000
29377,29377,Female,Yes,4,Ph.d,21000,484000,C,5000
29378,29378,Female,Yes,3,UG,22000,190000,B,10000
29379,29379,Male,Yes,0,Ph.d,13000,281000,A,15000
29380,29380,Male,No,3,PG,40000,273000,B,10000
29381,29381,Male,Yes,0,Not Educated,47000,457000,B,10000
29382,29382,Female,No,0,Not Educated,30000,432000,D,2500
29383,29383,Male,Yes,0,UG,42000,227000,C,5000
29384,29384,Male,Yes,2,Ph.d,48000,205000,D,2500
29385,29385,Male,Yes,4,Ph.d,13000,446000,B,10000
29386,29386,Female,Yes,4,Ph.d,25000,435000,A,15000
29387,29387,Female,Yes,2,Ph.d,13000,472000,D,2500
29388,29388,Male,Yes,1,Ph.d,40000,82000,C,5000
29389,29389,Male,Yes,4,Ph.d,13000,99000,B,10000
29390,29390,Female,Yes,0,PG,12000,257000,A,15000
29391,29391,Male,Yes,2,UG,45000,494000,A,15000
29392,29392,Female,Yes,2,Not Educated,48000,52000,B,10000
29393,29393,Male,No,2,Ph.d,32000,181000,B,10000
29394,29394,Male,Yes,3,Ph.d,35000,232000,B,10000
29395,29395,Male,No,3,Not Educated,42000,389000,B,10000
29396,29396,Male,Yes,1,Ph.d,25000,429000,B,10000
29397,29397,Male,Yes,0,Ph.d,7000,72000,C,5000
29398,29398,Female,Yes,3,Ph.d,22000,180000,B,10000
29399,29399,Female,Yes,3,Ph.d,14000,498000,B,10000
29400,29400,Male,Yes,3,UG,11000,37000,B,10000
29401,29401,Male,Yes,4,Ph.d,14000,209000,B,10000
29402,29402,Male,Yes,3,PG,45000,418000,B,10000
29403,29403,Male,Yes,2,Ph.d,42000,57000,B,10000
29404,29404,Male,Yes,2,Ph.d,45000,225000,B,10000
29405,29405,Male,Yes,2,PG,47000,151000,B,10000
29406,29406,Male,Yes,3,Ph.d,36000,444000,B,10000
29407,29407,Male,Yes,3,PG,39000,454000,B,10000
29408,29408,Male,Yes,4,Ph.d,32000,162000,B,10000
29409,29409,Male,Yes,5,PG,43000,180000,B,10000
29410,29410,Female,Yes,4,Not Educated,40000,185000,D,2500
29411,29411,Male,Yes,3,Ph.d,39000,197000,C,5000
29412,29412,Male,Yes,5,UG,16000,274000,A,15000
29413,29413,Male,Yes,3,Ph.d,25000,194000,C,5000
29414,29414,Male,Yes,2,Ph.d,44000,128000,D,2500
29415,29415,Male,Yes,1,Not Educated,25000,291000,B,10000
29416,29416,Male,Yes,1,Ph.d,11000,112000,C,5000
29417,29417,Male,Yes,0,Ph.d,47000,92000,C,5000
29418,29418,Female,Yes,1,UG,14000,76000,C,5000
29419,29419,Male,Yes,5,Ph.d,31000,465000,B,10000
29420,29420,Male,Yes,4,PG,6000,418000,B,10000
29421,29421,Male,Yes,3,Not Educated,31000,447000,B,10000
29422,29422,Male,No,0,PG,24000,368000,B,10000
29423,29423,Male,Yes,2,Ph.d,6000,8000,A,15000
29424,29424,Male,Yes,4,Ph.d,36000,449000,B,10000
29425,29425,Female,Yes,0,Ph.d,11000,352000,D,2500
29426,29426,Male,Yes,1,Not Educated,7000,33000,B,10000
29427,29427,Female,No,2,UG,9000,443000,C,5000
29428,29428,Male,No,5,Ph.d,9000,406000,B,10000
29429,29429,Male,Yes,2,Ph.d,13000,60000,C,5000
29430,29430,Male,Yes,0,PG,17000,150000,B,10000
29431,29431,Female,Yes,1,Ph.d,16000,486000,B,10000
29432,29432,Male,Yes,5,Ph.d,44000,444000,C,5000
29433,29433,Male,Yes,4,Ph.d,32000,270000,B,10000
29434,29434,Male,Yes,5,Ph.d,41000,374000,B,10000
29435,29435,Male,Yes,2,Not Educated,18000,175000,B,10000
29436,29436,Female,Yes,2,Ph.d,49000,401000,B,10000
29437,29437,Male,Yes,3,Ph.d,35000,169000,D,2500
29438,29438,Female,No,1,Ph.d,33000,284000,B,10000
29439,29439,Male,Yes,0,Ph.d,18000,343000,B,10000
29440,29440,Male,Yes,2,Ph.d,40000,394000,A,15000
29441,29441,Male,Yes,1,Ph.d,28000,133000,B,10000
29442,29442,Male,Yes,4,Ph.d,21000,171000,C,5000
29443,29443,Female,Yes,3,Ph.d,31000,499000,B,10000
29444,29444,Female,No,5,Ph.d,40000,56000,B,10000
29445,29445,Male,No,2,Ph.d,35000,314000,B,10000
29446,29446,Female,No,5,PG,18000,382000,D,2500
29447,29447,Female,No,3,Ph.d,8000,464000,B,10000
29448,29448,Female,Yes,5,Ph.d,31000,233000,D,2500
29449,29449,Male,Yes,5,PG,27000,265000,D,2500
29450,29450,Male,Yes,1,UG,35000,482000,B,10000
29451,29451,Male,Yes,5,PG,8000,455000,B,10000
29452,29452,Male,Yes,5,Ph.d,24000,52000,B,10000
29453,29453,Male,No,5,PG,35000,187000,B,10000
29454,29454,Male,Yes,5,PG,43000,265000,B,10000
29455,29455,Male,Yes,2,UG,20000,66000,A,15000
29456,29456,Male,Yes,3,Ph.d,25000,345000,B,10000
29457,29457,Male,No,4,Not Educated,29000,473000,B,10000
29458,29458,Male,Yes,0,Ph.d,48000,488000,B,10000
29459,29459,Female,Yes,5,Ph.d,40000,354000,B,10000
29460,29460,Male,Yes,1,Ph.d,29000,165000,A,15000
29461,29461,Male,Yes,4,Ph.d,39000,423000,C,5000
29462,29462,Male,Yes,0,Ph.d,46000,413000,B,10000
29463,29463,Male,Yes,4,Not Educated,40000,116000,B,10000
29464,29464,Male,Yes,1,Not Educated,31000,433000,A,15000
29465,29465,Male,Yes,4,PG,27000,62000,B,10000
29466,29466,Female,Yes,3,Ph.d,49000,464000,A,15000
29467,29467,Male,Yes,5,Ph.d,20000,455000,B,10000
29468,29468,Female,Yes,0,Ph.d,23000,478000,A,15000
29469,29469,Male,Yes,5,Not Educated,27000,107000,B,10000
29470,29470,Male,No,0,Ph.d,40000,287000,B,10000
29471,29471,Male,Yes,2,Not Educated,25000,281000,B,10000
29472,29472,Male,Yes,0,Ph.d,27000,424000,D,2500
29473,29473,Male,Yes,2,Ph.d,22000,114000,B,10000
29474,29474,Male,Yes,2,Ph.d,43000,351000,B,10000
29475,29475,Male,No,2,Ph.d,8000,460000,B,10000
29476,29476,Male,Yes,4,Ph.d,9000,108000,C,5000
29477,29477,Female,Yes,5,Ph.d,20000,382000,B,10000
29478,29478,Male,Yes,5,Ph.d,49000,215000,B,10000
29479,29479,Male,Yes,1,Ph.d,14000,302000,B,10000
29480,29480,Male,No,0,Ph.d,27000,329000,D,2500
29481,29481,Male,Yes,0,Ph.d,16000,116000,B,10000
29482,29482,Female,No,5,UG,34000,316000,D,2500
29483,29483,Male,Yes,1,Ph.d,38000,391000,C,5000
29484,29484,Female,Yes,3,Ph.d,42000,267000,D,2500
29485,29485,Male,Yes,3,Not Educated,29000,480000,B,10000
29486,29486,Male,Yes,1,Ph.d,22000,262000,B,10000
29487,29487,Male,Yes,5,Ph.d,12000,357000,D,2500
29488,29488,Male,Yes,0,Ph.d,33000,227000,C,5000
29489,29489,Male,No,2,Ph.d,31000,35000,B,10000
29490,29490,Male,Yes,4,Not Educated,11000,27000,A,15000
29491,29491,Male,Yes,4,Not Educated,7000,393000,A,15000
29492,29492,Male,Yes,3,Ph.d,22000,109000,B,10000
29493,29493,Female,No,3,Ph.d,34000,189000,B,10000
29494,29494,Male,Yes,2,Not Educated,32000,283000,C,5000
29495,29495,Female,Yes,3,UG,38000,235000,B,10000
29496,29496,Female,Yes,5,Not Educated,10000,176000,B,10000
29497,29497,Male,Yes,3,PG,25000,38000,B,10000
29498,29498,Female,Yes,3,Ph.d,47000,95000,B,10000
29499,29499,Male,No,2,UG,42000,170000,B,10000
29500,29500,Male,No,1,Ph.d,23000,463000,B,10000
29501,29501,Female,Yes,2,PG,46000,308000,B,10000
29502,29502,Female,No,0,Ph.d,24000,76000,B,10000
29503,29503,Female,No,1,Ph.d,26000,379000,B,10000
29504,29504,Female,Yes,5,Not Educated,40000,227000,B,10000
29505,29505,Male,No,2,Ph.d,33000,148000,A,15000
29506,29506,Female,No,3,Ph.d,7000,428000,C,5000
29507,29507,Male,No,4,UG,15000,353000,C,5000
29508,29508,Female,Yes,4,Ph.d,27000,420000,B,10000
29509,29509,Male,Yes,0,Ph.d,14000,380000,C,5000
29510,29510,Male,Yes,5,Ph.d,7000,386000,B,10000
29511,29511,Male,Yes,2,Ph.d,41000,165000,C,5000
29512,29512,Male,Yes,1,Ph.d,19000,310000,B,10000
29513,29513,Male,Yes,2,Ph.d,37000,358000,B,10000
29514,29514,Male,Yes,4,Ph.d,28000,313000,B,10000
29515,29515,Male,No,5,PG,22000,242000,B,10000
29516,29516,Male,Yes,3,Ph.d,19000,361000,D,2500
29517,29517,Male,Yes,3,PG,44000,137000,B,10000
29518,29518,Male,No,2,Ph.d,38000,358000,B,10000
29519,29519,Male,No,2,PG,15000,351000,B,10000
29520,29520,Male,Yes,2,Ph.d,23000,328000,B,10000
29521,29521,Male,No,4,Ph.d,11000,201000,B,10000
29522,29522,Male,No,3,Ph.d,34000,260000,B,10000
29523,29523,Male,Yes,5,PG,24000,346000,A,15000
29524,29524,Female,Yes,0,Ph.d,40000,203000,D,2500
29525,29525,Male,Yes,2,Ph.d,43000,98000,D,2500
29526,29526,Female,Yes,3,UG,41000,127000,A,15000
29527,29527,Male,No,0,Ph.d,24000,71000,C,5000
29528,29528,Male,No,5,Ph.d,43000,230000,B,10000
29529,29529,Female,Yes,1,Ph.d,24000,397000,B,10000
29530,29530,Female,Yes,1,Ph.d,14000,396000,B,10000
29531,29531,Male,No,3,UG,39000,413000,B,10000
29532,29532,Male,Yes,2,UG,31000,278000,B,10000
29533,29533,Male,No,2,PG,6000,81000,B,10000
29534,29534,Female,Yes,0,Not Educated,20000,218000,B,10000
29535,29535,Male,Yes,1,Ph.d,27000,136000,B,10000
29536,29536,Female,Yes,4,Ph.d,28000,388000,B,10000
29537,29537,Male,Yes,3,Ph.d,49000,209000,C,5000
29538,29538,Female,Yes,2,Ph.d,15000,109000,B,10000
29539,29539,Male,Yes,5,PG,14000,346000,B,10000
29540,29540,Male,Yes,5,Not Educated,15000,411000,B,10000
29541,29541,Male,Yes,3,Ph.d,41000,121000,B,10000
29542,29542,Female,Yes,0,Not Educated,29000,252000,B,10000
29543,29543,Female,No,4,Ph.d,43000,128000,C,5000
29544,29544,Male,Yes,3,Ph.d,24000,204000,B,10000
29545,29545,Male,Yes,1,Ph.d,48000,381000,D,2500
29546,29546,Male,Yes,3,Not Educated,27000,398000,B,10000
29547,29547,Male,Yes,0,UG,24000,205000,B,10000
29548,29548,Male,Yes,0,Ph.d,39000,470000,B,10000
29549,29549,Male,Yes,5,Ph.d,39000,366000,C,5000
29550,29550,Male,No,4,Not Educated,22000,223000,B,10000
29551,29551,Female,Yes,2,Ph.d,7000,56000,C,5000
29552,29552,Male,No,0,Ph.d,42000,399000,C,5000
29553,29553,Male,Yes,4,Ph.d,37000,408000,D,2500
29554,29554,Female,Yes,1,PG,21000,371000,A,15000
29555,29555,Male,No,4,Ph.d,13000,104000,D,2500
29556,29556,Male,Yes,5,UG,50000,160000,B,10000
29557,29557,Female,Yes,3,Ph.d,26000,244000,B,10000
29558,29558,Male,Yes,3,Not Educated,43000,295000,C,5000
29559,29559,Male,Yes,4,PG,18000,255000,B,10000
29560,29560,Male,Yes,5,UG,33000,286000,B,10000
29561,29561,Male,Yes,3,UG,40000,214000,B,10000
29562,29562,Male,Yes,5,Ph.d,18000,233000,C,5000
29563,29563,Male,Yes,3,Ph.d,20000,248000,B,10000
29564,29564,Male,Yes,5,UG,27000,380000,B,10000
29565,29565,Male,Yes,3,Ph.d,38000,272000,A,15000
29566,29566,Female,Yes,1,Ph.d,37000,271000,B,10000
29567,29567,Male,No,1,Ph.d,41000,331000,B,10000
29568,29568,Female,Yes,5,Ph.d,23000,277000,B,10000
29569,29569,Male,Yes,5,Ph.d,23000,336000,D,2500
29570,29570,Male,Yes,4,Ph.d,8000,488000,A,15000
29571,29571,Male,Yes,0,UG,35000,150000,B,10000
29572,29572,Male,Yes,3,Ph.d,43000,112000,C,5000
29573,29573,Female,Yes,1,Ph.d,47000,180000,B,10000
29574,29574,Female,Yes,4,Ph.d,13000,79000,A,15000
29575,29575,Male,Yes,0,Ph.d,36000,211000,D,2500
29576,29576,Male,Yes,4,Ph.d,37000,456000,B,10000
29577,29577,Male,No,3,Ph.d,27000,125000,D,2500
29578,29578,Male,No,2,Ph.d,47000,489000,B,10000
29579,29579,Female,Yes,1,Ph.d,8000,118000,A,15000
29580,29580,Male,Yes,1,Ph.d,10000,391000,B,10000
29581,29581,Female,No,0,UG,31000,460000,B,10000
29582,29582,Male,Yes,3,UG,27000,248000,D,2500
29583,29583,Female,No,0,Ph.d,36000,256000,A,15000
29584,29584,Female,No,5,Ph.d,46000,320000,A,15000
29585,29585,Male,No,3,Ph.d,33000,317000,C,5000
29586,29586,Male,Yes,2,Ph.d,24000,435000,B,10000
29587,29587,Male,No,2,UG,44000,157000,B,10000
29588,29588,Female,Yes,2,Ph.d,25000,25000,D,2500
29589,29589,Female,Yes,1,Ph.d,28000,93000,A,15000
29590,29590,Male,Yes,1,Ph.d,33000,277000,B,10000
29591,29591,Male,No,0,PG,26000,286000,B,10000
29592,29592,Female,Yes,5,Ph.d,39000,303000,B,10000
29593,29593,Male,No,2,UG,36000,348000,B,10000
29594,29594,Male,Yes,0,Not Educated,45000,132000,B,10000
29595,29595,Male,Yes,5,Ph.d,49000,474000,B,10000
29596,29596,Male,Yes,1,UG,45000,284000,B,10000
29597,29597,Female,No,1,Ph.d,27000,192000,B,10000
29598,29598,Male,Yes,2,Not Educated,11000,415000,B,10000
29599,29599,Female,Yes,2,Ph.d,12000,493000,B,10000
29600,29600,Female,No,5,Not Educated,46000,153000,B,10000
29601,29601,Male,No,5,UG,18000,76000,B,10000
29602,29602,Male,Yes,1,Ph.d,48000,51000,B,10000
29603,29603,Male,Yes,1,Ph.d,18000,288000,B,10000
29604,29604,Male,Yes,0,Ph.d,13000,438000,C,5000
29605,29605,Female,Yes,0,Ph.d,48000,449000,B,10000
29606,29606,Male,Yes,2,PG,10000,201000,B,10000
29607,29607,Female,Yes,2,Ph.d,43000,249000,B,10000
29608,29608,Female,No,0,Ph.d,24000,188000,C,5000
29609,29609,Female,Yes,3,Ph.d,30000,354000,A,15000
29610,29610,Male,Yes,2,Ph.d,30000,417000,B,10000
29611,29611,Male,No,1,Ph.d,7000,107000,B,10000
29612,29612,Male,Yes,1,Ph.d,25000,423000,C,5000
29613,29613,Male,No,5,Ph.d,10000,19000,B,10000
29614,29614,Male,Yes,1,Ph.d,17000,306000,B,10000
29615,29615,Male,Yes,2,Ph.d,46000,309000,D,2500
29616,29616,Female,Yes,2,PG,36000,61000,B,10000
29617,29617,Female,Yes,4,Ph.d,29000,173000,A,15000
29618,29618,Male,Yes,2,UG,16000,233000,C,5000
29619,29619,Male,Yes,1,UG,5000,201000,C,5000
29620,29620,Female,Yes,5,PG,12000,402000,B,10000
29621,29621,Male,No,5,Ph.d,42000,131000,B,10000
29622,29622,Male,Yes,2,Ph.d,48000,487000,D,2500
29623,29623,Male,No,5,Ph.d,21000,238000,B,10000
29624,29624,Male,Yes,2,Ph.d,10000,118000,B,10000
29625,29625,Male,Yes,3,Ph.d,13000,418000,A,15000
29626,29626,Male,Yes,4,Ph.d,8000,235000,B,10000
29627,29627,Male,Yes,5,UG,12000,325000,B,10000
29628,29628,Male,No,0,UG,20000,135000,B,10000
29629,29629,Male,Yes,2,Ph.d,35000,201000,B,10000
29630,29630,Female,Yes,3,Ph.d,42000,426000,B,10000
29631,29631,Male,Yes,5,Ph.d,40000,463000,B,10000
29632,29632,Female,No,0,Ph.d,34000,235000,B,10000
29633,29633,Male,Yes,2,PG,42000,208000,B,10000
29634,29634,Male,No,3,Ph.d,8000,336000,B,10000
29635,29635,Female,Yes,0,Ph.d,28000,224000,B,10000
29636,29636,Female,Yes,3,UG,41000,288000,A,15000
29637,29637,Male,Yes,1,PG,38000,493000,B,10000
29638,29638,Male,Yes,3,Ph.d,6000,306000,B,10000
29639,29639,Male,No,0,Ph.d,19000,244000,B,10000
29640,29640,Male,Yes,3,Ph.d,45000,211000,B,10000
29641,29641,Male,Yes,1,Ph.d,11000,213000,D,2500
29642,29642,Male,Yes,1,UG,36000,470000,B,10000
29643,29643,Female,Yes,1,Ph.d,15000,334000,C,5000
29644,29644,Male,No,0,Ph.d,8000,126000,D,2500
29645,29645,Male,Yes,3,Ph.d,39000,102000,B,10000
29646,29646,Male,No,2,UG,47000,428000,B,10000
29647,29647,Male,No,3,Ph.d,36000,138000,A,15000
29648,29648,Female,Yes,5,PG,15000,183000,B,10000
29649,29649,Female,Yes,3,UG,36000,237000,C,5000
29650,29650,Male,Yes,0,Ph.d,34000,90000,B,10000
29651,29651,Male,Yes,2,PG,28000,370000,B,10000
29652,29652,Female,Yes,5,Ph.d,49000,221000,B,10000
29653,29653,Female,Yes,2,Ph.d,37000,205000,A,15000
29654,29654,Male,Yes,5,PG,18000,409000,A,15000
29655,29655,Female,Yes,2,PG,33000,75000,B,10000
29656,29656,Female,Yes,1,Ph.d,35000,495000,B,10000
29657,29657,Male,Yes,2,Ph.d,16000,466000,B,10000
29658,29658,Male,Yes,3,Not Educated,29000,462000,A,15000
29659,29659,Male,Yes,5,UG,31000,44000,D,2500
29660,29660,Male,Yes,2,UG,20000,152000,B,10000
29661,29661,Male,No,3,UG,35000,96000,D,2500
29662,29662,Female,Yes,4,UG,14000,330000,B,10000
29663,29663,Male,Yes,1,Ph.d,30000,153000,B,10000
29664,29664,Male,Yes,4,Ph.d,10000,166000,D,2500
29665,29665,Male,No,5,UG,50000,255000,A,15000
29666,29666,Male,Yes,4,Not Educated,31000,162000,B,10000
29667,29667,Female,Yes,3,UG,34000,474000,B,10000
29668,29668,Male,Yes,0,Ph.d,23000,437000,A,15000
29669,29669,Male,No,3,Ph.d,41000,67000,C,5000
29670,29670,Male,No,4,Ph.d,46000,156000,C,5000
29671,29671,Female,Yes,4,Ph.d,12000,254000,C,5000
29672,29672,Male,No,2,Ph.d,11000,253000,B,10000
29673,29673,Female,Yes,2,UG,24000,461000,B,10000
29674,29674,Male,Yes,2,Ph.d,6000,186000,A,15000
29675,29675,Male,Yes,4,UG,26000,104000,B,10000
29676,29676,Male,Yes,1,Ph.d,41000,99000,B,10000
29677,29677,Female,Yes,1,Ph.d,24000,211000,B,10000
29678,29678,Male,Yes,1,Ph.d,6000,229000,B,10000
29679,29679,Female,Yes,2,Ph.d,9000,29000,B,10000
29680,29680,Male,No,1,PG,6000,142000,B,10000
29681,29681,Male,No,5,Ph.d,39000,435000,C,5000
29682,29682,Male,Yes,4,Ph.d,13000,101000,A,15000
29683,29683,Female,No,0,PG,30000,64000,B,10000
29684,29684,Male,No,5,Ph.d,41000,138000,B,10000
29685,29685,Female,Yes,3,Ph.d,29000,225000,C,5000
29686,29686,Male,Yes,4,Ph.d,16000,178000,A,15000
29687,29687,Male,Yes,2,Ph.d,27000,264000,B,10000
29688,29688,Male,Yes,3,Ph.d,9000,155000,D,2500
29689,29689,Female,Yes,0,PG,27000,199000,B,10000
29690,29690,Male,Yes,5,PG,41000,121000,B,10000
29691,29691,Male,Yes,3,Ph.d,35000,322000,D,2500
29692,29692,Male,Yes,3,Ph.d,46000,332000,B,10000
29693,29693,Male,Yes,1,PG,8000,132000,B,10000
29694,29694,Male,No,5,Ph.d,13000,160000,B,10000
29695,29695,Female,Yes,4,Ph.d,38000,178000,A,15000
29696,29696,Male,Yes,1,Ph.d,19000,82000,B,10000
29697,29697,Male,No,4,UG,40000,387000,C,5000
29698,29698,Female,Yes,1,Not Educated,15000,395000,B,10000
29699,29699,Male,Yes,3,UG,39000,240000,D,2500
29700,29700,Female,Yes,4,Ph.d,35000,40000,C,5000
29701,29701,Male,Yes,2,Not Educated,16000,434000,D,2500
29702,29702,Male,No,4,Not Educated,8000,70000,B,10000
29703,29703,Female,Yes,3,Not Educated,11000,462000,B,10000
29704,29704,Male,Yes,1,Not Educated,19000,90000,B,10000
29705,29705,Male,Yes,3,Ph.d,34000,388000,D,2500
29706,29706,Male,No,5,Ph.d,49000,70000,B,10000
29707,29707,Male,Yes,1,UG,15000,54000,D,2500
29708,29708,Female,Yes,4,Ph.d,40000,485000,B,10000
29709,29709,Male,Yes,3,Ph.d,33000,190000,D,2500
29710,29710,Male,No,3,UG,9000,74000,C,5000
29711,29711,Male,Yes,0,UG,9000,395000,B,10000
29712,29712,Male,Yes,0,Ph.d,24000,178000,B,10000
29713,29713,Male,No,4,Ph.d,16000,258000,C,5000
29714,29714,Male,No,0,Ph.d,19000,459000,A,15000
29715,29715,Male,No,0,Ph.d,5000,296000,D,2500
29716,29716,Female,No,0,Ph.d,10000,129000,B,10000
29717,29717,Male,Yes,1,Ph.d,50000,271000,B,10000
29718,29718,Female,No,5,PG,35000,69000,B,10000
29719,29719,Male,Yes,0,Ph.d,36000,460000,B,10000
29720,29720,Male,Yes,1,Ph.d,34000,68000,C,5000
29721,29721,Male,Yes,5,Ph.d,41000,64000,B,10000
29722,29722,Male,Yes,2,PG,39000,118000,B,10000
29723,29723,Male,Yes,4,Ph.d,12000,492000,B,10000
29724,29724,Male,Yes,5,Ph.d,20000,60000,B,10000
29725,29725,Male,Yes,2,Ph.d,6000,491000,D,2500
29726,29726,Male,Yes,0,Ph.d,10000,171000,C,5000
29727,29727,Male,Yes,1,Not Educated,41000,455000,A,15000
29728,29728,Female,No,2,Ph.d,49000,206000,B,10000
29729,29729,Male,Yes,1,Ph.d,14000,201000,B,10000
29730,29730,Female,Yes,4,PG,25000,381000,B,10000
29731,29731,Male,No,3,UG,21000,178000,B,10000
29732,29732,Female,Yes,0,Ph.d,28000,473000,B,10000
29733,29733,Female,Yes,3,Ph.d,13000,329000,B,10000
29734,29734,Male,Yes,1,Ph.d,45000,305000,D,2500
29735,29735,Female,No,3,Ph.d,10000,229000,B,10000
29736,29736,Male,Yes,0,Ph.d,45000,395000,C,5000
29737,29737,Male,Yes,1,Ph.d,33000,265000,B,10000
29738,29738,Male,No,5,Ph.d,25000,281000,B,10000
29739,29739,Male,Yes,5,Ph.d,24000,92000,A,15000
29740,29740,Male,No,3,Ph.d,28000,449000,A,15000
29741,29741,Female,Yes,1,Ph.d,16000,34000,A,15000
29742,29742,Male,Yes,2,Not Educated,8000,384000,B,10000
29743,29743,Male,Yes,1,UG,48000,328000,A,15000
29744,29744,Male,Yes,2,Ph.d,45000,160000,B,10000
29745,29745,Male,Yes,3,Ph.d,27000,402000,B,10000
29746,29746,Female,Yes,5,Ph.d,32000,315000,A,15000
29747,29747,Female,Yes,1,Ph.d,18000,133000,D,2500
29748,29748,Male,No,1,Ph.d,20000,201000,B,10000
29749,29749,Female,Yes,3,PG,28000,229000,D,2500
29750,29750,Male,Yes,1,Ph.d,28000,64000,B,10000
29751,29751,Male,Yes,1,Ph.d,28000,292000,B,10000
29752,29752,Male,No,4,UG,14000,15000,A,15000
29753,29753,Male,Yes,1,UG,33000,293000,B,10000
29754,29754,Female,No,4,Ph.d,27000,343000,C,5000
29755,29755,Female,No,0,UG,10000,305000,B,10000
29756,29756,Male,Yes,3,Ph.d,39000,387000,B,10000
29757,29757,Male,Yes,1,Ph.d,46000,335000,A,15000
29758,29758,Male,Yes,2,Ph.d,21000,81000,B,10000
29759,29759,Male,No,1,Ph.d,24000,437000,B,10000
29760,29760,Male,Yes,0,Ph.d,49000,325000,D,2500
29761,29761,Female,Yes,3,Ph.d,39000,119000,D,2500
29762,29762,Male,No,2,Ph.d,30000,145000,C,5000
29763,29763,Female,Yes,4,Not Educated,8000,407000,B,10000
29764,29764,Male,Yes,1,UG,11000,366000,B,10000
29765,29765,Male,Yes,5,PG,7000,424000,A,15000
29766,29766,Male,No,4,PG,34000,184000,B,10000
29767,29767,Female,No,0,PG,15000,486000,B,10000
29768,29768,Male,Yes,3,PG,8000,139000,B,10000
29769,29769,Male,No,5,Not Educated,48000,107000,B,10000
29770,29770,Male,Yes,5,Ph.d,44000,205000,B,10000
29771,29771,Female,Yes,5,UG,30000,205000,B,10000
29772,29772,Male,Yes,2,UG,31000,231000,B,10000
29773,29773,Female,Yes,0,UG,43000,95000,A,15000
29774,29774,Female,Yes,0,Ph.d,12000,222000,B,10000
29775,29775,Male,Yes,1,Ph.d,19000,307000,B,10000
29776,29776,Male,Yes,3,PG,35000,460000,B,10000
29777,29777,Male,Yes,5,Ph.d,42000,149000,C,5000
29778,29778,Male,Yes,1,UG,36000,304000,B,10000
29779,29779,Male,Yes,1,Ph.d,6000,261000,A,15000
29780,29780,Male,Yes,0,Ph.d,46000,50000,B,10000
29781,29781,Female,Yes,3,UG,15000,321000,B,10000
29782,29782,Male,Yes,1,Ph.d,6000,161000,B,10000
29783,29783,Male,No,0,Ph.d,6000,120000,B,10000
29784,29784,Male,No,4,Ph.d,41000,429000,A,15000
29785,29785,Male,No,3,PG,11000,69000,D,2500
29786,29786,Male,Yes,2,Ph.d,19000,60000,B,10000
29787,29787,Male,Yes,4,Ph.d,6000,132000,D,2500
29788,29788,Male,No,1,Ph.d,36000,437000,C,5000
29789,29789,Female,No,0,UG,26000,76000,B,10000
29790,29790,Female,Yes,3,Ph.d,11000,439000,A,15000
29791,29791,Female,Yes,1,UG,13000,257000,B,10000
29792,29792,Male,No,5,Ph.d,48000,109000,B,10000
29793,29793,Male,Yes,1,Ph.d,32000,132000,A,15000
29794,29794,Male,Yes,4,Ph.d,38000,375000,B,10000
29795,29795,Female,Yes,4,Ph.d,15000,273000,D,2500
29796,29796,Male,Yes,3,Ph.d,9000,421000,B,10000
29797,29797,Male,Yes,0,Ph.d,46000,222000,B,10000
29798,29798,Male,Yes,5,Ph.d,12000,292000,A,15000
29799,29799,Female,Yes,1,UG,45000,372000,B,10000
29800,29800,Female,Yes,4,Ph.d,37000,121000,B,10000
29801,29801,Male,Yes,1,Ph.d,45000,169000,B,10000
29802,29802,Male,Yes,1,PG,16000,422000,B,10000
29803,29803,Male,Yes,5,Ph.d,46000,161000,D,2500
29804,29804,Male,Yes,4,Ph.d,11000,302000,C,5000
29805,29805,Male,Yes,2,Ph.d,42000,314000,B,10000
29806,29806,Male,Yes,0,Ph.d,8000,32000,C,5000
29807,29807,Male,Yes,0,Not Educated,39000,304000,B,10000
29808,29808,Female,Yes,4,Ph.d,35000,367000,B,10000
