,Unnamed: 0,Entity ID,Gender,Marital Status,Dependents,Education,Entity's Income in INR,Entity's Family Income in INR,City Type,Average Expenditure per Entity per Month in INR,Economic Status
27435,27435,27435,Male,Yes,4,Not Educated,38000,67000,B,10000,Average
27436,27436,27436,Male,Yes,0,Ph.d,6000,94000,A,15000,Moderate
27437,27437,27437,Female,No,0,UG,42000,388000,B,10000,Excellent
27438,27438,27438,Male,Yes,2,Ph.d,20000,199000,B,10000,Good
27439,27439,27439,Female,Yes,1,Ph.d,48000,313000,B,10000,Excellent
27440,27440,27440,Male,Yes,2,Ph.d,13000,243000,A,15000,Good
27441,27441,27441,Female,Yes,5,Ph.d,37000,44000,A,15000,Poor
27442,27442,27442,Male,Yes,2,Ph.d,39000,69000,B,10000,Average
27443,27443,27443,Male,Yes,5,PG,11000,397000,B,10000,Excellent
27444,27444,27444,Male,No,4,UG,34000,304000,A,15000,Good
27445,27445,27445,Male,Yes,0,Ph.d,15000,193000,B,10000,Good
27446,27446,27446,Male,Yes,1,Ph.d,25000,296000,B,10000,Good
27447,27447,27447,Male,Yes,2,Not Educated,16000,449000,A,15000,Excellent
27448,27448,27448,Male,Yes,1,PG,20000,101000,B,10000,Moderate
27449,27449,27449,Male,Yes,0,Ph.d,24000,60000,B,10000,Average
27450,27450,27450,Male,Yes,1,Not Educated,27000,446000,C,5000,Excellent
27451,27451,27451,Male,Yes,0,PG,37000,242000,C,5000,Good
27452,27452,27452,Female,No,3,Ph.d,40000,406000,C,5000,Excellent
27453,27453,27453,Male,No,3,Not Educated,7000,179000,C,5000,Moderate
27454,27454,27454,Male,No,4,Ph.d,32000,380000,B,10000,Excellent
27455,27455,27455,Male,Yes,2,UG,44000,165000,B,10000,Moderate
27456,27456,27456,Male,Yes,4,Ph.d,18000,422000,B,10000,Excellent
27457,27457,27457,Male,Yes,3,Ph.d,40000,154000,B,10000,Moderate
27458,27458,27458,Male,No,1,Ph.d,35000,247000,B,10000,Good
27459,27459,27459,Male,No,1,Ph.d,22000,239000,B,10000,Good
27460,27460,27460,Male,No,5,PG,34000,258000,A,15000,Good
27461,27461,27461,Female,Yes,4,PG,11000,343000,B,10000,Excellent
27462,27462,27462,Male,No,2,Ph.d,46000,171000,B,10000,Moderate
27463,27463,27463,Female,Yes,1,Ph.d,22000,405000,D,2500,Excellent
27464,27464,27464,Male,Yes,5,Ph.d,37000,62000,B,10000,Average
27465,27465,27465,Male,No,4,Ph.d,33000,493000,C,5000,Excellent
27466,27466,27466,Male,No,5,Ph.d,33000,474000,D,2500,Excellent
27467,27467,27467,Male,Yes,5,Ph.d,31000,377000,B,10000,Excellent
27468,27468,27468,Male,Yes,5,Ph.d,40000,299000,B,10000,Good
27469,27469,27469,Male,Yes,2,Ph.d,42000,475000,B,10000,Excellent
27470,27470,27470,Female,No,5,UG,32000,155000,B,10000,Moderate
27471,27471,27471,Female,Yes,3,Ph.d,35000,132000,B,10000,Moderate
27472,27472,27472,Male,Yes,1,Ph.d,46000,482000,D,2500,Excellent
27473,27473,27473,Male,No,1,Ph.d,49000,161000,B,10000,Moderate
27474,27474,27474,Male,No,5,Ph.d,35000,419000,D,2500,Excellent
27475,27475,27475,Male,No,3,UG,5000,489000,B,10000,Excellent
27476,27476,27476,Female,Yes,4,UG,11000,469000,B,10000,Excellent
27477,27477,27477,Female,No,5,Ph.d,15000,35000,B,10000,Poor
27478,27478,27478,Male,No,4,Ph.d,42000,467000,A,15000,Excellent
27479,27479,27479,Male,Yes,4,PG,47000,459000,B,10000,Excellent
27480,27480,27480,Male,No,1,Ph.d,25000,228000,A,15000,Good
27481,27481,27481,Male,Yes,2,Ph.d,37000,401000,B,10000,Excellent
27482,27482,27482,Male,Yes,2,Ph.d,26000,305000,B,10000,Good
27483,27483,27483,Male,Yes,3,Ph.d,42000,203000,B,10000,Good
27484,27484,27484,Male,No,2,Ph.d,13000,433000,B,10000,Excellent
27485,27485,27485,Male,Yes,3,UG,40000,271000,B,10000,Good
27486,27486,27486,Female,Yes,0,Not Educated,21000,426000,A,15000,Excellent
27487,27487,27487,Male,Yes,4,UG,29000,469000,B,10000,Excellent
27488,27488,27488,Male,Yes,3,UG,45000,150000,B,10000,Moderate
27489,27489,27489,Male,Yes,2,Ph.d,15000,307000,D,2500,Excellent
27490,27490,27490,Male,Yes,1,Ph.d,14000,199000,B,10000,Good
27491,27491,27491,Male,Yes,5,Ph.d,35000,332000,B,10000,Good
27492,27492,27492,Male,Yes,3,Ph.d,32000,271000,B,10000,Good
27493,27493,27493,Male,Yes,4,Ph.d,48000,146000,C,5000,Moderate
27494,27494,27494,Male,No,5,Ph.d,49000,117000,C,5000,Moderate
27495,27495,27495,Male,No,0,Ph.d,39000,150000,B,10000,Moderate
27496,27496,27496,Female,No,0,PG,35000,317000,B,10000,Excellent
27497,27497,27497,Male,Yes,2,Ph.d,38000,322000,B,10000,Excellent
27498,27498,27498,Male,Yes,0,UG,27000,159000,B,10000,Moderate
27499,27499,27499,Male,Yes,2,PG,31000,34000,B,10000,Average
27500,27500,27500,Male,No,5,Ph.d,42000,474000,B,10000,Excellent
27501,27501,27501,Male,Yes,5,Ph.d,7000,95000,B,10000,Average
27502,27502,27502,Male,Yes,0,PG,37000,117000,B,10000,Moderate
27503,27503,27503,Female,Yes,0,UG,8000,226000,A,15000,Good
27504,27504,27504,Male,Yes,2,Not Educated,50000,393000,B,10000,Excellent
27505,27505,27505,Male,Yes,4,PG,16000,479000,B,10000,Excellent
27506,27506,27506,Female,Yes,1,UG,28000,372000,B,10000,Excellent
27507,27507,27507,Male,Yes,0,UG,28000,79000,B,10000,Moderate
27508,27508,27508,Male,Yes,4,Ph.d,20000,45000,B,10000,Average
27509,27509,27509,Male,Yes,2,Ph.d,7000,235000,C,5000,Good
27510,27510,27510,Male,Yes,3,Not Educated,42000,340000,D,2500,Excellent
27511,27511,27511,Male,Yes,2,Ph.d,42000,298000,B,10000,Good
27512,27512,27512,Male,Yes,3,PG,22000,140000,B,10000,Moderate
27513,27513,27513,Male,Yes,5,UG,35000,342000,B,10000,Excellent
27514,27514,27514,Female,Yes,3,PG,28000,48000,B,10000,Average
27515,27515,27515,Male,Yes,3,Ph.d,11000,486000,B,10000,Excellent
27516,27516,27516,Male,Yes,4,UG,32000,97000,B,10000,Average
27517,27517,27517,Male,Yes,5,Ph.d,11000,152000,B,10000,Moderate
27518,27518,27518,Male,Yes,4,UG,27000,263000,B,10000,Good
27519,27519,27519,Male,Yes,1,Ph.d,7000,353000,B,10000,Excellent
27520,27520,27520,Female,Yes,2,Not Educated,14000,478000,C,5000,Excellent
27521,27521,27521,Male,Yes,4,UG,34000,349000,B,10000,Excellent
27522,27522,27522,Male,No,5,Ph.d,44000,120000,A,15000,Average
27523,27523,27523,Female,No,4,Ph.d,14000,212000,A,15000,Moderate
27524,27524,27524,Female,Yes,5,Ph.d,18000,212000,C,5000,Good
27525,27525,27525,Male,No,2,Ph.d,8000,263000,B,10000,Good
27526,27526,27526,Female,Yes,1,UG,6000,211000,B,10000,Good
27527,27527,27527,Male,Yes,3,Not Educated,16000,341000,B,10000,Excellent
27528,27528,27528,Male,Yes,3,UG,21000,379000,B,10000,Excellent
27529,27529,27529,Male,Yes,1,UG,21000,484000,B,10000,Excellent
27530,27530,27530,Male,No,1,Ph.d,43000,378000,B,10000,Excellent
27531,27531,27531,Male,Yes,3,Ph.d,21000,415000,D,2500,Excellent
27532,27532,27532,Male,No,1,Ph.d,42000,415000,D,2500,Excellent
27533,27533,27533,Male,No,0,Ph.d,44000,92000,B,10000,Moderate
27534,27534,27534,Male,No,0,UG,37000,224000,D,2500,Good
27535,27535,27535,Male,Yes,4,Ph.d,32000,354000,A,15000,Excellent
27536,27536,27536,Male,No,4,Ph.d,44000,171000,C,5000,Moderate
27537,27537,27537,Female,Yes,0,Ph.d,33000,193000,B,10000,Good
27538,27538,27538,Female,Yes,5,Ph.d,46000,125000,D,2500,Moderate
27539,27539,27539,Male,Yes,4,UG,48000,335000,C,5000,Excellent
27540,27540,27540,Female,No,0,Ph.d,5000,16000,B,10000,Average
27541,27541,27541,Male,Yes,0,Ph.d,37000,58000,B,10000,Average
27542,27542,27542,Male,Yes,2,UG,37000,270000,B,10000,Good
27543,27543,27543,Male,No,4,Not Educated,12000,155000,B,10000,Moderate
27544,27544,27544,Male,No,4,PG,31000,438000,B,10000,Excellent
27545,27545,27545,Male,No,0,Ph.d,24000,407000,B,10000,Excellent
27546,27546,27546,Female,Yes,0,Not Educated,32000,228000,A,15000,Good
27547,27547,27547,Male,Yes,3,Ph.d,6000,397000,C,5000,Excellent
27548,27548,27548,Male,Yes,1,Ph.d,38000,307000,A,15000,Excellent
27549,27549,27549,Male,Yes,1,Ph.d,12000,170000,B,10000,Moderate
27550,27550,27550,Female,Yes,0,Ph.d,17000,331000,B,10000,Excellent
27551,27551,27551,Female,Yes,2,Ph.d,32000,369000,B,10000,Excellent
27552,27552,27552,Male,Yes,3,PG,41000,305000,B,10000,Good
27553,27553,27553,Male,Yes,1,PG,11000,182000,B,10000,Good
27554,27554,27554,Male,Yes,4,UG,36000,236000,B,10000,Good
27555,27555,27555,Female,Yes,4,Ph.d,11000,498000,B,10000,Excellent
27556,27556,27556,Male,No,1,Ph.d,13000,464000,B,10000,Excellent
27557,27557,27557,Male,Yes,2,Ph.d,40000,477000,C,5000,Excellent
27558,27558,27558,Male,Yes,3,PG,33000,436000,B,10000,Excellent
27559,27559,27559,Male,Yes,2,PG,43000,143000,B,10000,Moderate
27560,27560,27560,Male,Yes,3,PG,31000,238000,B,10000,Good
27561,27561,27561,Male,Yes,3,PG,22000,418000,B,10000,Excellent
27562,27562,27562,Female,Yes,1,PG,15000,337000,A,15000,Excellent
27563,27563,27563,Male,Yes,2,Ph.d,37000,274000,B,10000,Good
27564,27564,27564,Female,Yes,3,Ph.d,30000,156000,A,15000,Moderate
27565,27565,27565,Male,Yes,2,Ph.d,45000,220000,D,2500,Good
27566,27566,27566,Female,Yes,2,Ph.d,41000,253000,B,10000,Good
27567,27567,27567,Male,Yes,1,Ph.d,7000,112000,A,15000,Moderate
27568,27568,27568,Female,Yes,0,Ph.d,13000,65000,D,2500,Moderate
27569,27569,27569,Female,No,0,Ph.d,6000,112000,B,10000,Moderate
27570,27570,27570,Male,No,0,Ph.d,25000,39000,C,5000,Average
27571,27571,27571,Female,No,1,PG,22000,25000,A,15000,Average
27572,27572,27572,Male,Yes,0,Ph.d,47000,334000,D,2500,Excellent
27573,27573,27573,Male,Yes,3,Ph.d,10000,194000,A,15000,Moderate
27574,27574,27574,Male,No,4,Ph.d,7000,443000,B,10000,Excellent
27575,27575,27575,Female,No,1,PG,22000,277000,B,10000,Good
27576,27576,27576,Male,No,2,Ph.d,39000,353000,B,10000,Excellent
27577,27577,27577,Female,Yes,2,Ph.d,7000,224000,A,15000,Good
27578,27578,27578,Male,Yes,1,Not Educated,27000,399000,B,10000,Excellent
27579,27579,27579,Male,Yes,4,Ph.d,17000,139000,C,5000,Moderate
27580,27580,27580,Female,Yes,4,Ph.d,28000,438000,B,10000,Excellent
27581,27581,27581,Female,Yes,3,Ph.d,9000,451000,D,2500,Excellent
27582,27582,27582,Male,Yes,4,Not Educated,24000,408000,B,10000,Excellent
27583,27583,27583,Male,Yes,5,Ph.d,49000,305000,B,10000,Good
27584,27584,27584,Female,Yes,5,PG,37000,141000,D,2500,Moderate
27585,27585,27585,Male,Yes,1,Ph.d,22000,218000,D,2500,Good
27586,27586,27586,Male,Yes,1,Ph.d,19000,71000,B,10000,Average
27587,27587,27587,Female,Yes,4,Ph.d,42000,345000,D,2500,Excellent
27588,27588,27588,Male,Yes,5,Ph.d,26000,386000,C,5000,Excellent
27589,27589,27589,Male,Yes,5,Not Educated,39000,393000,D,2500,Excellent
27590,27590,27590,Male,Yes,3,UG,44000,314000,B,10000,Good
27591,27591,27591,Male,Yes,0,UG,22000,423000,B,10000,Excellent
27592,27592,27592,Male,Yes,1,UG,41000,270000,D,2500,Good
27593,27593,27593,Male,Yes,5,PG,47000,106000,D,2500,Moderate
27594,27594,27594,Male,Yes,4,UG,42000,174000,C,5000,Moderate
27595,27595,27595,Male,Yes,2,Ph.d,33000,59000,A,15000,Average
27596,27596,27596,Male,Yes,3,Ph.d,47000,469000,B,10000,Excellent
27597,27597,27597,Male,Yes,1,PG,23000,270000,B,10000,Good
27598,27598,27598,Male,No,1,Not Educated,14000,279000,C,5000,Good
27599,27599,27599,Male,Yes,0,UG,7000,360000,B,10000,Excellent
27600,27600,27600,Male,Yes,0,UG,23000,322000,B,10000,Excellent
27601,27601,27601,Male,Yes,5,UG,49000,146000,D,2500,Moderate
27602,27602,27602,Female,No,3,UG,22000,282000,B,10000,Good
27603,27603,27603,Female,Yes,1,Ph.d,28000,186000,D,2500,Good
27604,27604,27604,Male,Yes,1,UG,40000,326000,B,10000,Excellent
27605,27605,27605,Male,Yes,2,PG,37000,96000,A,15000,Moderate
27606,27606,27606,Male,Yes,4,Ph.d,22000,206000,B,10000,Moderate
27607,27607,27607,Male,Yes,2,Ph.d,32000,389000,A,15000,Excellent
27608,27608,27608,Male,Yes,1,Ph.d,17000,190000,A,15000,Good
27609,27609,27609,Male,Yes,2,Ph.d,44000,231000,B,10000,Good
27610,27610,27610,Female,No,1,Not Educated,28000,74000,B,10000,Moderate
27611,27611,27611,Female,Yes,5,Not Educated,40000,238000,B,10000,Good
27612,27612,27612,Male,Yes,5,PG,47000,446000,D,2500,Excellent
27613,27613,27613,Male,Yes,3,Ph.d,19000,367000,B,10000,Excellent
27614,27614,27614,Male,Yes,0,Not Educated,21000,37000,B,10000,Average
27615,27615,27615,Male,No,0,Ph.d,14000,474000,B,10000,Excellent
27616,27616,27616,Male,Yes,2,PG,43000,111000,B,10000,Moderate
27617,27617,27617,Male,Yes,2,UG,42000,246000,B,10000,Good
27618,27618,27618,Male,No,0,PG,30000,292000,A,15000,Excellent
27619,27619,27619,Male,Yes,1,Ph.d,14000,148000,B,10000,Moderate
27620,27620,27620,Male,No,0,Not Educated,36000,120000,B,10000,Moderate
27621,27621,27621,Female,No,2,Ph.d,31000,415000,B,10000,Excellent
27622,27622,27622,Male,Yes,5,Ph.d,40000,409000,C,5000,Excellent
27623,27623,27623,Male,No,3,Not Educated,40000,133000,B,10000,Moderate
27624,27624,27624,Male,Yes,2,Ph.d,49000,109000,D,2500,Moderate
27625,27625,27625,Male,Yes,1,Ph.d,28000,158000,C,5000,Moderate
27626,27626,27626,Female,Yes,5,Ph.d,49000,104000,A,15000,Average
27627,27627,27627,Male,No,2,Ph.d,30000,357000,B,10000,Excellent
27628,27628,27628,Male,No,5,Ph.d,39000,309000,B,10000,Good
27629,27629,27629,Female,Yes,0,Ph.d,10000,472000,B,10000,Excellent
27630,27630,27630,Male,Yes,3,Ph.d,28000,351000,A,15000,Excellent
27631,27631,27631,Male,Yes,2,Not Educated,14000,57000,B,10000,Average
27632,27632,27632,Male,Yes,2,Ph.d,7000,294000,B,10000,Good
27633,27633,27633,Female,Yes,1,Ph.d,8000,11000,A,15000,Poor
27634,27634,27634,Male,No,4,Not Educated,41000,339000,B,10000,Excellent
27635,27635,27635,Female,No,0,Ph.d,19000,245000,B,10000,Good
27636,27636,27636,Male,No,2,Not Educated,42000,191000,B,10000,Good
27637,27637,27637,Male,Yes,4,UG,31000,285000,B,10000,Good
27638,27638,27638,Male,No,1,Ph.d,33000,115000,B,10000,Moderate
27639,27639,27639,Female,Yes,0,Ph.d,15000,252000,B,10000,Good
27640,27640,27640,Male,Yes,1,Ph.d,18000,358000,B,10000,Excellent
27641,27641,27641,Male,No,0,Ph.d,19000,212000,B,10000,Good
27642,27642,27642,Female,Yes,4,Not Educated,41000,460000,B,10000,Excellent
27643,27643,27643,Male,Yes,2,UG,6000,174000,A,15000,Moderate
27644,27644,27644,Female,No,4,Ph.d,8000,281000,A,15000,Good
27645,27645,27645,Female,No,3,UG,38000,431000,C,5000,Excellent
27646,27646,27646,Female,Yes,1,Ph.d,10000,76000,D,2500,Moderate
27647,27647,27647,Male,Yes,2,Ph.d,17000,295000,B,10000,Good
27648,27648,27648,Male,No,2,Ph.d,13000,482000,B,10000,Excellent
27649,27649,27649,Male,Yes,3,UG,13000,307000,B,10000,Good
27650,27650,27650,Male,Yes,3,Not Educated,36000,436000,A,15000,Excellent
27651,27651,27651,Male,Yes,4,PG,26000,155000,C,5000,Moderate
27652,27652,27652,Male,Yes,5,Ph.d,27000,119000,C,5000,Moderate
27653,27653,27653,Male,No,3,UG,25000,322000,D,2500,Excellent
27654,27654,27654,Male,Yes,2,UG,26000,425000,B,10000,Excellent
27655,27655,27655,Male,Yes,2,UG,23000,208000,B,10000,Good
27656,27656,27656,Male,No,5,Ph.d,22000,275000,B,10000,Good
27657,27657,27657,Male,No,3,Ph.d,46000,93000,A,15000,Average
27658,27658,27658,Male,No,2,Ph.d,7000,420000,D,2500,Excellent
27659,27659,27659,Male,No,5,Not Educated,12000,181000,D,2500,Good
27660,27660,27660,Male,Yes,3,Ph.d,39000,125000,D,2500,Moderate
27661,27661,27661,Female,Yes,1,Not Educated,9000,114000,B,10000,Moderate
27662,27662,27662,Female,Yes,3,Not Educated,18000,333000,B,10000,Excellent
27663,27663,27663,Male,Yes,2,PG,48000,120000,B,10000,Moderate
27664,27664,27664,Female,No,1,Ph.d,20000,43000,C,5000,Average
27665,27665,27665,Male,Yes,3,Ph.d,29000,126000,D,2500,Moderate
27666,27666,27666,Male,Yes,3,Ph.d,38000,450000,A,15000,Excellent
27667,27667,27667,Female,Yes,2,Ph.d,35000,237000,B,10000,Good
27668,27668,27668,Male,No,5,Ph.d,10000,398000,B,10000,Excellent
27669,27669,27669,Male,Yes,4,Ph.d,48000,176000,D,2500,Moderate
27670,27670,27670,Male,Yes,4,Not Educated,41000,272000,A,15000,Good
27671,27671,27671,Male,Yes,0,Ph.d,35000,343000,D,2500,Excellent
27672,27672,27672,Male,Yes,3,Ph.d,14000,298000,B,10000,Good
27673,27673,27673,Male,No,1,Ph.d,10000,360000,D,2500,Excellent
27674,27674,27674,Female,No,3,Ph.d,21000,251000,C,5000,Good
27675,27675,27675,Male,Yes,0,Ph.d,27000,298000,B,10000,Excellent
27676,27676,27676,Female,Yes,4,Ph.d,50000,354000,B,10000,Excellent
27677,27677,27677,Female,No,4,Ph.d,39000,268000,C,5000,Good
27678,27678,27678,Female,No,1,Not Educated,32000,395000,B,10000,Excellent
27679,27679,27679,Male,Yes,4,UG,39000,92000,C,5000,Moderate
27680,27680,27680,Male,Yes,5,Not Educated,42000,270000,B,10000,Good
27681,27681,27681,Male,Yes,4,Ph.d,46000,251000,B,10000,Good
27682,27682,27682,Male,Yes,4,PG,17000,491000,B,10000,Excellent
27683,27683,27683,Male,Yes,1,Ph.d,49000,156000,B,10000,Moderate
27684,27684,27684,Male,No,5,Ph.d,44000,252000,B,10000,Good
27685,27685,27685,Male,Yes,1,Ph.d,34000,342000,B,10000,Excellent
27686,27686,27686,Female,No,4,Not Educated,49000,89000,B,10000,Average
27687,27687,27687,Male,Yes,4,UG,6000,349000,B,10000,Excellent
27688,27688,27688,Male,Yes,3,Ph.d,17000,24000,D,2500,Average
27689,27689,27689,Male,No,4,Not Educated,17000,334000,C,5000,Excellent
27690,27690,27690,Male,Yes,1,UG,11000,78000,C,5000,Moderate
27691,27691,27691,Female,Yes,3,Not Educated,30000,435000,B,10000,Excellent
27692,27692,27692,Male,No,1,Ph.d,33000,338000,D,2500,Excellent
27693,27693,27693,Male,No,5,Ph.d,49000,428000,D,2500,Excellent
27694,27694,27694,Male,Yes,1,UG,44000,71000,D,2500,Moderate
27695,27695,27695,Female,Yes,4,Ph.d,30000,213000,A,15000,Moderate
27696,27696,27696,Male,Yes,0,Ph.d,14000,135000,B,10000,Moderate
27697,27697,27697,Female,Yes,0,Ph.d,42000,147000,A,15000,Moderate
27698,27698,27698,Male,Yes,5,Ph.d,7000,378000,B,10000,Excellent
27699,27699,27699,Female,Yes,4,PG,34000,485000,B,10000,Excellent
27700,27700,27700,Male,Yes,0,Ph.d,34000,414000,D,2500,Excellent
27701,27701,27701,Male,No,0,Ph.d,39000,70000,B,10000,Moderate
27702,27702,27702,Male,Yes,1,Ph.d,14000,298000,B,10000,Good
27703,27703,27703,Female,Yes,1,Ph.d,43000,135000,B,10000,Moderate
27704,27704,27704,Male,Yes,3,Ph.d,35000,453000,C,5000,Excellent
27705,27705,27705,Female,No,5,Ph.d,25000,98000,B,10000,Average
27706,27706,27706,Male,Yes,2,PG,20000,177000,B,10000,Moderate
27707,27707,27707,Male,Yes,1,Ph.d,36000,435000,B,10000,Excellent
27708,27708,27708,Male,Yes,4,Ph.d,39000,157000,B,10000,Moderate
27709,27709,27709,Male,No,3,Ph.d,6000,215000,D,2500,Good
27710,27710,27710,Male,Yes,1,Not Educated,22000,115000,A,15000,Moderate
27711,27711,27711,Male,Yes,1,Ph.d,33000,33000,B,10000,Average
27712,27712,27712,Male,Yes,4,Ph.d,12000,241000,B,10000,Good
27713,27713,27713,Male,Yes,3,Ph.d,29000,134000,B,10000,Moderate
27714,27714,27714,Male,Yes,0,UG,13000,56000,B,10000,Average
27715,27715,27715,Female,Yes,5,Ph.d,26000,285000,A,15000,Good
27716,27716,27716,Female,Yes,1,UG,12000,15000,B,10000,Average
27717,27717,27717,Male,Yes,4,Ph.d,15000,130000,D,2500,Moderate
27718,27718,27718,Female,Yes,3,Ph.d,34000,52000,A,15000,Average
27719,27719,27719,Male,Yes,4,Ph.d,19000,234000,B,10000,Good
27720,27720,27720,Male,Yes,4,Ph.d,44000,480000,B,10000,Excellent
27721,27721,27721,Male,Yes,1,Ph.d,6000,124000,B,10000,Moderate
27722,27722,27722,Male,Yes,2,Ph.d,41000,60000,B,10000,Average
27723,27723,27723,Male,Yes,0,Ph.d,36000,364000,B,10000,Excellent
27724,27724,27724,Male,No,1,Ph.d,16000,290000,B,10000,Good
27725,27725,27725,Male,Yes,3,Ph.d,19000,178000,B,10000,Moderate
27726,27726,27726,Male,Yes,5,Ph.d,23000,446000,B,10000,Excellent
27727,27727,27727,Male,Yes,0,Ph.d,39000,434000,B,10000,Excellent
27728,27728,27728,Male,Yes,2,Ph.d,18000,238000,B,10000,Good
27729,27729,27729,Female,Yes,4,Ph.d,19000,143000,B,10000,Moderate
27730,27730,27730,Male,Yes,3,Ph.d,31000,346000,B,10000,Excellent
27731,27731,27731,Male,Yes,0,Ph.d,37000,109000,C,5000,Moderate
27732,27732,27732,Male,Yes,0,PG,18000,368000,B,10000,Excellent
27733,27733,27733,Female,Yes,4,Ph.d,8000,477000,B,10000,Excellent
27734,27734,27734,Male,Yes,3,Ph.d,43000,463000,B,10000,Excellent
27735,27735,27735,Male,No,0,Ph.d,7000,432000,B,10000,Excellent
27736,27736,27736,Male,Yes,5,Ph.d,50000,368000,C,5000,Excellent
27737,27737,27737,Female,Yes,5,Ph.d,31000,415000,B,10000,Excellent
27738,27738,27738,Male,Yes,2,Ph.d,43000,65000,C,5000,Average
27739,27739,27739,Male,Yes,1,UG,34000,499000,B,10000,Excellent
27740,27740,27740,Female,No,1,Ph.d,8000,191000,A,15000,Good
27741,27741,27741,Female,Yes,1,Ph.d,7000,9000,D,2500,Average
27742,27742,27742,Female,Yes,5,Ph.d,44000,382000,B,10000,Excellent
27743,27743,27743,Male,Yes,1,Ph.d,36000,380000,B,10000,Excellent
27744,27744,27744,Male,No,0,Ph.d,25000,412000,B,10000,Excellent
27745,27745,27745,Female,Yes,5,Not Educated,49000,106000,C,5000,Moderate
27746,27746,27746,Male,Yes,5,Ph.d,27000,198000,B,10000,Moderate
27747,27747,27747,Male,Yes,5,Ph.d,30000,429000,D,2500,Excellent
27748,27748,27748,Male,Yes,4,Ph.d,43000,58000,D,2500,Average
27749,27749,27749,Female,Yes,4,PG,36000,133000,B,10000,Moderate
27750,27750,27750,Male,Yes,3,Ph.d,7000,270000,B,10000,Good
27751,27751,27751,Female,Yes,3,Ph.d,17000,243000,D,2500,Good
27752,27752,27752,Male,Yes,1,Ph.d,16000,298000,C,5000,Excellent
27753,27753,27753,Male,Yes,2,Ph.d,39000,234000,B,10000,Good
27754,27754,27754,Female,Yes,5,UG,21000,78000,B,10000,Average
27755,27755,27755,Male,Yes,5,Ph.d,17000,256000,B,10000,Good
27756,27756,27756,Male,Yes,0,Not Educated,17000,139000,A,15000,Moderate
27757,27757,27757,Male,No,5,UG,27000,263000,B,10000,Good
27758,27758,27758,Male,Yes,3,Ph.d,13000,319000,B,10000,Good
27759,27759,27759,Male,Yes,2,Ph.d,33000,200000,B,10000,Good
27760,27760,27760,Male,Yes,3,Not Educated,40000,408000,D,2500,Excellent
27761,27761,27761,Male,No,4,Ph.d,25000,34000,C,5000,Average
27762,27762,27762,Male,Yes,3,Ph.d,25000,470000,D,2500,Excellent
27763,27763,27763,Male,Yes,3,Ph.d,37000,493000,B,10000,Excellent
27764,27764,27764,Male,Yes,0,Not Educated,12000,482000,B,10000,Excellent
27765,27765,27765,Male,Yes,1,PG,39000,437000,B,10000,Excellent
27766,27766,27766,Male,No,4,UG,24000,105000,D,2500,Moderate
27767,27767,27767,Female,Yes,2,PG,14000,107000,D,2500,Moderate
27768,27768,27768,Female,Yes,5,Not Educated,42000,409000,A,15000,Excellent
27769,27769,27769,Female,No,1,Ph.d,7000,257000,B,10000,Good
27770,27770,27770,Male,No,3,UG,28000,306000,B,10000,Good
27771,27771,27771,Male,Yes,4,Ph.d,48000,467000,C,5000,Excellent
27772,27772,27772,Male,Yes,2,Ph.d,14000,160000,A,15000,Moderate
27773,27773,27773,Male,No,1,Ph.d,39000,142000,B,10000,Moderate
27774,27774,27774,Male,Yes,4,Ph.d,40000,420000,C,5000,Excellent
27775,27775,27775,Male,Yes,1,Ph.d,6000,332000,C,5000,Excellent
27776,27776,27776,Male,Yes,3,Ph.d,22000,359000,B,10000,Excellent
27777,27777,27777,Female,Yes,0,Ph.d,19000,484000,C,5000,Excellent
27778,27778,27778,Male,Yes,2,UG,15000,417000,A,15000,Excellent
27779,27779,27779,Male,Yes,5,Ph.d,23000,295000,B,10000,Good
27780,27780,27780,Female,Yes,2,PG,24000,436000,D,2500,Excellent
27781,27781,27781,Female,No,0,PG,23000,467000,B,10000,Excellent
27782,27782,27782,Female,Yes,0,PG,20000,332000,C,5000,Excellent
27783,27783,27783,Female,Yes,0,Ph.d,42000,149000,D,2500,Moderate
27784,27784,27784,Male,Yes,2,Ph.d,34000,139000,A,15000,Moderate
27785,27785,27785,Male,No,2,UG,34000,329000,B,10000,Excellent
27786,27786,27786,Male,Yes,1,Ph.d,19000,379000,B,10000,Excellent
27787,27787,27787,Male,Yes,0,Ph.d,37000,290000,B,10000,Good
27788,27788,27788,Male,Yes,0,Not Educated,10000,211000,D,2500,Good
27789,27789,27789,Female,Yes,4,Ph.d,31000,117000,A,15000,Average
27790,27790,27790,Male,Yes,5,UG,16000,411000,A,15000,Excellent
27791,27791,27791,Male,Yes,5,PG,5000,110000,B,10000,Average
27792,27792,27792,Male,No,3,Ph.d,42000,347000,A,15000,Excellent
27793,27793,27793,Female,Yes,1,UG,30000,362000,B,10000,Excellent
27794,27794,27794,Female,Yes,0,Ph.d,22000,381000,B,10000,Excellent
27795,27795,27795,Male,Yes,0,Ph.d,30000,477000,B,10000,Excellent
27796,27796,27796,Male,Yes,0,Ph.d,50000,188000,A,15000,Good
27797,27797,27797,Male,Yes,2,Ph.d,20000,443000,C,5000,Excellent
27798,27798,27798,Female,No,1,Not Educated,26000,72000,C,5000,Moderate
27799,27799,27799,Male,Yes,2,Ph.d,40000,281000,B,10000,Good
27800,27800,27800,Male,Yes,1,PG,27000,313000,B,10000,Excellent
